TEI,TEOL,TEOH
-2.0,0.7673065575965415,0.1235565095361627
-1.9977765425236242,0.7943153591932017,1.7326977723474648
-1.9955530850472485,0.7555639265809324,1.6731494031235508
-1.9933296275708727,0.7614462415560284,1.0054139405737343
-1.991106170094497,0.7606488308433215,4.039788952036721
-1.9888827126181212,0.761312626856185,-0.29215073589232987
-1.9866592551417455,0.7489044855478995,-2.182250446781628
-1.9844357976653697,0.7570355170544998,1.7942388306922106
-1.982212340188994,0.7416562199777219,2.8470072452199324
-1.9799888827126182,0.7582756085459741,4.074939868993058
-1.9777654252362424,0.7395068145658071,2.424837575239192
-1.9755419677598667,0.7366429368356119,10.821674885305438
-1.973318510283491,0.7241662664281812,4.508093019131171
-1.9710950528071152,0.7231835861240143,2.0058279489547886
-1.9688715953307394,0.7120192568545678,3.51913158306964
-1.9666481378543634,0.719804542660765,-7.482037309227453
-1.9644246803779877,0.7044766896317838,-9.241684444324129
-1.962201222901612,0.6948753549479644,0.3376946557104504
-1.9599777654252362,0.6957621694749753,0.10309533071685884
-1.9577543079488604,0.6861108321395015,5.149506650813418
-1.9555308504724846,0.6813029142267479,0.028858605978796303
-1.953307392996109,0.6893520984180296,3.1650418604655735
-1.9510839355197331,0.6855969508171061,2.1792827212201322
-1.9488604780433574,0.6774649848763484,2.0721530158573676
-1.9466370205669816,0.662126569361612,3.810070166479305
-1.9444135630906059,0.6511433187121868,2.1129793296285344
-1.9421901056142301,0.6570036100967817,1.2526295448362181
-1.9399666481378544,0.6537145253053361,4.243163354422133
-1.9377431906614786,0.6453555780351443,10.79666790900329
-1.9355197331851028,0.6462533611372508,1.6510737763115813
-1.933296275708727,0.640579723611576,-3.440638827462432
-1.9310728182323513,0.6255724553145405,1.370797403374893
-1.9288493607559756,0.6205403880034341,0.5368525805609093
-1.9266259032795998,0.6152311007679431,3.078964971121255
-1.924402445803224,0.6064903997308343,6.94299370712539
-1.9221789883268483,0.6069986499389454,-1.5122737998379177
-1.9199555308504725,0.6123436752125714,1.6904889466061488
-1.9177320733740968,0.6083153395315076,-2.0758376916167762
-1.915508615897721,0.5831835001891602,-0.7913858405633616
-1.9132851584213453,0.6095243810740429,2.0447845899749177
-1.9110617009449695,0.5860092300883849,0.03753849646233076
-1.9088382434685938,0.5782804069842044,-2.7672045475823546
-1.9066147859922178,0.5968388142733053,0.7438141541906562
-1.904391328515842,0.5903118657972742,-1.5196816646725955
-1.9021678710394663,0.5797087289552981,-0.508364741663915
-1.8999444135630905,0.5698703849467601,-2.69906176350217
-1.8977209560867148,0.5710790269926449,1.6760880705611974
-1.895497498610339,0.5662055033362342,0.38151198977651657
-1.8932740411339632,0.5593822656763965,-3.2219025708603968
-1.8910505836575875,0.5434143555341775,-2.223300160302206
-1.8888271261812117,0.550203108929071,-6.698984721493888
-1.886603668704836,0.5217832746606209,7.659174163504589
-1.8843802112284602,0.5417138564898022,1.3322406344883708
-1.8821567537520845,0.5298855508734908,5.399771392161021
-1.8799332962757087,0.5374577691251103,-0.32014443421488115
-1.877709838799333,0.5367953381045607,-0.43999726170010744
-1.8754863813229572,0.5047967283989623,9.177821904804924
-1.8732629238465814,0.5208125046480334,5.616639210875108
-1.8710394663702057,0.5035109218713183,3.209926143029231
-1.86881600889383,0.49862297342080775,0.34474134266071704
-1.8665925514174542,0.5077979845129454,1.1480464855534236
-1.8643690939410784,0.49651894103672134,4.515055057528581
-1.8621456364647027,0.48980736140930514,3.814304667577389
-1.859922178988327,0.4954638514441751,-1.241381906965579
-1.8576987215119511,0.4928476953190911,-1.6027432115533595
-1.8554752640355754,0.48451281842922317,2.437574946238396
-1.8532518065591996,0.48907852078064323,-3.039051341495812
-1.8510283490828239,0.4931718081640684,-4.817872963762113
-1.8488048916064481,0.4760746142493637,-2.6111648585847362
-1.8465814341300724,0.45526838864195074,2.8433323469599996
-1.8443579766536966,0.4653185106087142,-2.87143750303988
-1.8421345191773209,0.45068537453929547,4.467092888522709
-1.839911061700945,0.461232585014182,-7.6324084826789935
-1.8376876042245691,0.4617217311871301,1.3797104065778876
-1.8354641467481934,0.42741401214597774,2.5789360759602484
-1.8332406892718176,0.451562841839872,3.044941887591664
-1.8310172317954418,0.45974087585649,0.8087318058810868
-1.828793774319066,0.42817033890732775,-0.3863018032429698
-1.8265703168426903,0.43172645929463715,8.664612823352945
-1.8243468593663146,0.41782642122221436,-0.5156688544414243
-1.8221234018899388,0.4364822005490399,1.3557981134553998
-1.819899944413563,0.424760718802827,-5.99730614673103
-1.8176764869371873,0.42783183626259463,-7.3572690129876275
-1.8154530294608116,0.41275822118513705,1.066542934311439
-1.8132295719844358,0.41001601346511335,0.8852301054505995
-1.81100611450806,0.397132581835615,-1.2578869064964182
-1.8087826570316843,0.4080693039282751,-1.6324731581665335
-1.8065591995553085,0.40348731271115834,-0.1600618323921591
-1.8043357420789328,0.3850308253666488,5.32054219191937
-1.802112284602557,0.39409044120421505,5.356627456670069
-1.7998888271261813,0.3830983945195269,-0.6194913022977244
-1.7976653696498055,0.38964088655995477,-0.2996879625836252
-1.7954419121734297,0.38172457163070256,-0.22698019479781595
-1.793218454697054,0.37676333421247216,-7.18296467600133
-1.7909949972206782,0.3890218017070434,7.187992594815701
-1.7887715397443025,0.37395333331579655,-2.7052222897504574
-1.7865480822679267,0.38314668377746064,5.368833535971253
-1.784324624791551,0.3692990817167634,-0.06765082955447382
-1.782101167315175,0.3491556668343475,-1.6020678504264
-1.7798777098387992,0.36979749022287167,-1.4930120835366676
-1.7776542523624235,0.3804361588838136,1.3899665440698812
-1.7754307948860477,0.3548507385931787,-4.302154136465923
-1.773207337409672,0.335004977821434,0.5806867902593793
-1.7709838799332962,0.3445468691398453,1.0358942311684145
-1.7687604224569204,0.3479392190640036,-0.45105271387116985
-1.7665369649805447,0.32570612971955565,0.32745375436055546
-1.764313507504169,0.3381900788648682,-7.311590677930128
-1.7620900500277932,0.32831689134248615,-8.292625272386294
-1.7598665925514174,0.32383442052310224,0.5294256130889774
-1.7576431350750417,0.33152108687042714,2.065382902375503
-1.755419677598666,0.3114193258998551,10.705160514009597
-1.7531962201222901,0.32751927793122704,-5.119763497140313
